DIA,LINEA,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
14/01/2024,LÍNEA T-A,164,680,829,896,798,"1,182","1,355","1,264","1,438","1,614","1,594","1,449","1,644","1,763","1,840","1,601","1,466","1,252",270,,"23,099"
16/01/2024,LÍNEA 1,"2,679","7,317","9,835","8,722","5,840","5,041","4,475","4,225","4,453","4,376","4,979","5,391","7,630","9,552","7,144","4,416","2,861","2,239","1,280",50,"102,505"
16/01/2024,LÍNEA 2,148,843,"1,007","1,035",910,919,968,"1,060","1,042","1,042","1,191","1,425","1,775","2,117","1,797","1,273",784,397,158,10,"19,901"
16/01/2024,LÍNEA A,"15,204","40,418","56,628","47,645","30,149","25,970","23,887","23,967","26,101","26,389","32,707","34,769","55,227","77,178","54,943","31,018","19,377","14,894","8,455",42,"644,968"
16/01/2024,LÍNEA B,"2,757","6,642","8,055","7,029","4,683","4,215","3,792","3,865","4,191","3,835","4,323","4,702","6,437","9,476","6,325","3,599","2,610","1,788",988,9,"89,321"
16/01/2024,LÍNEA H,216,513,396,260,163,111,83,128,121,120,47,74,85,59,46,37,34,15,7,,"2,515"
16/01/2024,LÍNEA J,"1,272","2,435","2,288","1,933","1,248",920,813,759,831,638,528,557,654,596,475,342,318,158,71,1,"16,837"
16/01/2024,LÍNEA K,"2,298","2,746","2,666","2,176","1,709","1,338","1,268","1,169","1,424","1,055",781,918,"1,134",957,673,573,558,293,113,1,"23,850"
16/01/2024,LÍNEA L,,,,,,139,156,212,254,220,180,214,267,286,1,,,,,,"1,929"
16/01/2024,LÍNEA M,325,864,846,583,383,318,340,279,339,318,330,446,603,865,"1,017",810,551,317,295,29,"9,858"
16/01/2024,LÍNEA O,234,"1,000","1,364","1,213",851,541,541,561,590,498,556,710,886,"1,236",989,649,463,449,170,11,"13,512"
16/01/2024,LÍNEA P,"1,324","2,922","3,066","2,088","1,237",881,818,661,824,691,662,705,712,800,541,395,458,231,128,1,"19,145"
16/01/2024,LÍNEA T-A,"1,241","3,171","4,270","3,543","2,547","1,990","2,093","2,035","2,185","2,213","2,389","2,730","3,676","4,629","4,503","2,846","1,868","1,436","1,039",44,"50,448"
17/01/2024,LÍNEA 1,"2,690","7,240","9,675","8,676","5,522","4,785","4,116","3,940","4,388","4,256","4,925","5,517","7,568","9,535","7,279","4,320","2,903","2,233","1,360",36,"100,964"
17/01/2024,LÍNEA 2,139,861,979,987,866,977,896,"1,011",958,"1,015","1,174","1,411","1,919","2,154","1,806","1,185",787,424,170,4,"19,723"
17/01/2024,LÍNEA A,"15,134.00","40,963.00","57,611.00","47,763.00","29,831","25,814","23,659","23,553","25,756","26,063","32,050","34,398","56,457","76,743","54,861","30,865","19,297","15,248","8,390",62,"644,518"
17/01/2024,LÍNEA B,"2,868.00","6,791.00","8,167.00","7,030.00","4,752","4,040","3,858","3,588","4,102","3,974","4,329","4,853","6,442","9,438","6,203","3,647","2,672","2,001","1,030",11,"89,796"
17/01/2024,LÍNEA H,201,501,387,280,149,123,119,99,112,104,64,45,86,53,54,37,30,17,4,,"2,465"
17/01/2024,LÍNEA J,"1,282","2,439","2,352","1,845","1,248",588,771,748,793,577,611,547,661,555,427,309,319,165,59,1,"16,297"
17/01/2024,LÍNEA K,"2,314","2,728","2,550","2,193","1,652","1,293","1,278","1,113","1,338","1,080",811,878,"1,045","1,001",700,509,590,303,124,,"23,500"
17/01/2024,LÍNEA L,,,,,,255,187,190,266,207,155,210,251,257,,,,,,,"1,978"
17/01/2024,LÍNEA M,319,836,845,577,431,306,324,281,357,306,372,451,666,800,920,740,613,347,277,41,"9,809"
17/01/2024,LÍNEA O,247,964,"1,331.00","1,163.00",770,614,514,463,524,529,572,653,956,"1,295",913,648,461,479,202,11,"13,309"
17/01/2024,LÍNEA P,"1,326","3,033","3,050","2,174","1,253",931,747,735,922,725,638,618,775,704,554,396,426,263,128,1,"19,399"
17/01/2024,LÍNEA T-A,"1,218.00","3,176.00","4,278.00","3,749.00","2,570","2,104","1,939","2,017","2,204","2,236","2,348","2,561","3,761","4,937","3,751","2,640","1,823","1,494","1,043",40,"49,889"
18/01/2024,LÍNEA 1,"2,788","7,410","9,782","8,731","5,723","5,022","4,330","4,047","4,416","4,488","5,066","5,361","7,619","9,455","7,239","4,436","2,900","2,302","1,371",32,"102,518"
18/01/2024,LÍNEA 2,182,867,"1,085","1,017",924,875,921,"1,060","1,031","1,019","1,167","1,371","1,783","2,089","1,869","1,166",745,440,158,5,"19,774"
18/01/2024,LÍNEA A,"15,131","40,919","57,882","47,246","30,306","25,900","23,746","23,182","25,827","25,804","31,726","34,491","55,707","76,179","54,297","30,891","19,470","15,222","8,684",58,"642,668"
18/01/2024,LÍNEA B,"2,825","6,843","8,212","7,154","4,862","4,195","3,792","3,503","4,068","4,002","4,276","4,707","6,702","9,490","6,324","3,658","2,639","1,867","1,050",14,"90,183"
18/01/2024,LÍNEA H,221,499,416,267,154,106,108,103,105,84,68,62,87,57,42,26,52,12,7,,"2,476"
18/01/2024,LÍNEA J,"1,219","2,476","2,359","2,038","1,263",907,768,754,814,625,547,523,643,601,448,359,333,169,67,1,"16,914"
18/01/2024,LÍNEA K,"2,345","2,819","2,610","2,157","1,680","1,324","1,136","1,135","1,376","1,110",793,859,"1,021",947,709,488,554,304,100,,"23,467"
18/01/2024,LÍNEA L,,,,,,174,186,302,270,214,193,256,236,276,,,,,,,"2,107"
18/01/2024,LÍNEA M,338,839,901,590,405,327,272,292,353,291,374,414,651,875,781,864,481,332,299,32,"9,711"
18/01/2024,LÍNEA O,214,972,"1,374","1,133",925,682,529,565,559,552,570,687,"1,027","1,207","1,022",592,481,451,193,9,"13,744"
18/01/2024,LÍNEA P,"1,312","3,010","3,123","2,163","1,267",960,791,725,789,719,625,605,811,796,531,354,458,223,115,,"19,377"
18/01/2024,LÍNEA T-A,"1,243","3,228","4,340","3,666","2,541","2,120","1,991","2,031","2,218","2,272","2,341","2,826","3,703","4,215","3,685","2,963","1,921","1,483","1,027",45,"49,859"
19/01/2024,LÍNEA 1,"2,725","7,174","9,747","8,682","5,667","4,763","4,285","4,044","4,188","4,550","5,220","6,189","7,801","8,792","6,865","4,613","3,123","2,504","1,493",72,"102,497"
19/01/2024,LÍNEA 2,157,835,"1,024","1,009",836,861,925,"1,023","1,050",997,"1,271","1,433","1,951","1,978","1,749","1,202",699,513,231,7,"19,751"
19/01/2024,LÍNEA A,"15,235","40,315","57,394","46,944","29,615","25,762","23,449","23,472","26,352","27,353","34,378","40,073","58,526","68,913","49,905","32,997","20,148","17,034","9,836",88,"647,789"
19/01/2024,LÍNEA B,"2,864.00","6,807.00","8,198.00","6,895.00","4,736.00","4,214","3,814","3,848","4,339","3,919","4,303","5,395","7,013","8,814","6,390.00","3,941.00","2,904.00","2,039.00","1,355.00",15,"91,803"
19/01/2024,LÍNEA H,220,492,394,293,145,146,104,94,113,92,77,56,67,82,57,46,38,7,4,,"2,527"
19/01/2024,LÍNEA J,"1,265","2,481","2,305","1,960","1,290",947,790,780,823,640,576,664,680,617,460,424,368,199,56,,"17,325"
19/01/2024,LÍNEA K,"2,315","2,691","2,528","2,319","1,726","1,335","1,169","1,194","1,383","1,108",917,919,"1,103",930,763,528,580,339,145,3,"23,995"
19/01/2024,LÍNEA L,,,,,,136,212,206,238,187,244,263,251,249,,,,,,,"1,986"
19/01/2024,LÍNEA M,348,828,862,604,391,312,305,234,319,305,330,521,661,946,"1,012",714,521,388,303,39,"9,943"
19/01/2024,LÍNEA O,258,897,"1,480","1,116",764,616,546,529,543,580,597,758,992,"1,180",911,665,503,413,236,19,"13,603"
19/01/2024,LÍNEA P,"1,333","2,933","3,001","2,180","1,236",941,819,805,888,700,624,712,811,714,593,460,471,279,128,,"19,628"
19/01/2024,LÍNEA T-A,"1,249","3,188","4,169","3,606","2,625","2,214","2,025","2,019","2,307","2,190","2,564","2,938","3,895","4,607","4,023","2,879","1,992","1,552","1,209",49,"51,300"
20/01/2024,LÍNEA 1,"2,052","4,640","5,726","6,207","4,646","4,111","4,027","4,424","5,746","6,084","5,364","4,933","4,448","4,133","3,973","3,236","2,536","2,204","1,258",51,"79,799"
20/01/2024,LÍNEA 2,116,510,556,728,647,708,845,"1,011","1,336","1,338","1,199","1,108","1,083",976,973,816,520,435,174,3,"15,082"
20/01/2024,LÍNEA A,"12,390","25,200","31,616","30,433","23,812","21,718","21,713","26,628","39,357","42,871","37,228","34,155","31,370","28,702","27,395","22,529","16,996","14,986","7,939",70,"497,108"
20/01/2024,LÍNEA B,"2,314.00","4,121.00","4,885.00","4,849.00","3,870","3,805","3,977","4,431","5,712","5,711","5,254","4,888","4,714","4,308","4,353","3,251.00","2,590.00","1,979.00","1,084.00",11,"76,107"
20/01/2024,LÍNEA H,14,222,45,51,153,105,133,112,120,80,100,72,80,74,63,72,29,39,16,1,"1,581"
20/01/2024,LÍNEA J,600,"1,426","1,569","1,756","1,180",981,888,847,932,740,727,710,665,562,621,491,434,295,121,2,"15,547"
20/01/2024,LÍNEA K,"1,135","1,751","1,919","2,092","1,494","1,332","1,201","1,318","1,277","1,261","1,109","1,152","1,292","1,206",903,756,758,554,220,7,"22,737"
20/01/2024,LÍNEA L,,,,,1,268,338,290,300,298,354,390,367,417,,,,,,,"3,023"
20/01/2024,LÍNEA M,23,398,415,334,361,307,333,342,498,595,600,636,577,497,600,545,419,376,280,39,"8,175"
20/01/2024,LÍNEA O,154,580,838,858,627,475,493,603,751,680,675,607,607,578,597,485,448,377,205,10,"10,648"
20/01/2024,LÍNEA P,655,"1,882","1,972","1,597","1,066",854,788,911,956,821,716,719,785,621,521,524,475,411,192,3,"16,469"
20/01/2024,LÍNEA T-A,1,"1,170","1,891",965,"2,171","1,993","1,936","2,387","2,942","3,240","3,026","2,856","2,831","2,454","2,608","2,281","1,773","1,708","1,083",79,"39,395"
21/01/2024,LÍNEA 1,503,"1,614","1,865","1,924","1,894","2,230","2,514","2,368","2,402","2,608","2,759","2,548","2,621","2,598","2,791","2,287","2,285","1,630",212,,"39,653"
21/01/2024,LÍNEA 2,11,194,194,258,207,363,520,459,481,492,522,398,421,476,451,464,261,210,28,,"6,410"
21/01/2024,LÍNEA A,"3,704","9,811","11,171","10,616","10,512","11,841","13,233","12,920","13,890","15,573","17,349","16,809","17,997","18,792","19,045","16,424","14,860","11,013",743,,"246,303"
21/01/2024,LÍNEA B,659,"1,553.00","1,748.00","1,721.00","1,841","2,352","2,515","2,642","2,590","2,878","2,902","2,922","2,766","3,044","3,015.00","2,458.00","2,091.00","1,515.00",157,,"41,369"
21/01/2024,LÍNEA H,,,,,,137,92,93,82,68,67,82,88,72,83,71,55,19,2,,"1,011"
21/01/2024,LÍNEA J,,,,,63,817,776,684,581,646,638,565,695,720,700,629,409,213,5,,"8,141"
21/01/2024,LÍNEA K,,,,,556,"1,104",983,976,999,"1,019","1,023","1,137","1,440","1,413","1,151",800,801,432,23,,"13,857"
21/01/2024,LÍNEA L,,,,,87,314,466,434,546,381,414,474,516,539,2,,,,,,"4,173"
21/01/2024,LÍNEA M,,,,,,319,289,282,337,331,370,413,411,379,412,423,404,300,150,,"4,820"
21/01/2024,LÍNEA O,27,301,273,290,278,270,351,316,317,322,367,361,377,460,429,400,429,311,41,,"5,920"
21/01/2024,LÍNEA P,,,,,33,765,606,575,629,618,571,597,697,624,727,599,552,297,10,,"7,900"
21/01/2024,LÍNEA T-A,145,680,898,931,892,"1,397","1,409","1,428","1,532","1,530","1,621","1,732","1,761","1,815","1,994","1,748","1,542","1,267",261,,"24,583"
22/01/2024,LÍNEA 1,"2,890","7,693","9,808","8,977","5,748","4,992","3,831","4,063","4,581","4,412","4,920","5,461","7,693","9,773","7,231","4,254","2,795","2,165","1,203",30,"102,520"
22/01/2024,LÍNEA 2,188,817,"1,021","1,088",893,930,980,"1,081","1,151","1,017","1,234","1,434","1,825","2,172","1,816","1,109",783,418,149,8,"20,114"
22/01/2024,LÍNEA A,"16,279","43,103","58,494","48,180","29,899","26,008","23,636","23,838","26,608","26,328","32,154","34,637","55,673","78,223","53,360","29,825","18,451","13,892","7,737",55,"646,380"
22/01/2024,LÍNEA B,"3,061.00","6,959.00","8,473.00","7,285.00","4,990","4,123","3,897","3,789","4,385","4,014","4,282","4,763","6,449","9,642","6,314.00","3,646.00","2,535.00","1,778.00",921,5,"91,311"
22/01/2024,LÍNEA H,236,556,390,263,155,125,114,131,109,95,67,60,80,71,43,30,33,18,4,,"2,580"
22/01/2024,LÍNEA J,"1,304","2,523","2,355","1,885","1,258",947,801,768,860,624,512,514,649,571,453,291,265,124,43,1,"16,748"
22/01/2024,LÍNEA K,"2,421","2,765","2,654","2,121","1,674","1,269","1,074","1,103","1,359",996,708,813,935,802,657,515,518,248,114,1,"22,747"
22/01/2024,LÍNEA M,351,869,853,599,395,347,334,318,433,318,330,461,676,871,"1,049",837,460,295,279,31,"10,106"
22/01/2024,LÍNEA O,272,"1,002","1,490","1,394",836,736,560,628,615,658,655,724,"1,065","1,292",997,765,488,413,169,5,"14,764"
22/01/2024,LÍNEA P,"1,340","3,152","3,042","2,109","1,272",994,811,850,"1,049",687,672,602,860,905,537,374,414,271,120,1,"20,062"
22/01/2024,LÍNEA T-A,"1,358","3,450","4,405","3,671","2,596","2,155","2,074","2,216","2,624","2,195","2,364","2,859","3,826","4,879","4,441","2,708","1,829","1,391",941,35,"52,017"
23/01/2024,LÍNEA 1,"2,953","7,799","10,198","9,121","5,851","4,994","4,220","4,320","4,653","4,477","5,019","5,428","7,853","9,988","7,582","4,566","2,928","2,177","1,245",37,"105,409"
23/01/2024,LÍNEA 2,173,859,"1,049","1,103",879,943,997,"1,098","1,096","1,086","1,147","1,371","1,905","2,029","1,964","1,209",920,509,195,6,"20,538"
23/01/2024,LÍNEA A,"15,881","43,239","59,184","49,166","30,981","26,237","23,741","23,744","26,701","26,249","31,730","33,864","56,334","77,885","55,668","30,802","19,278","14,848","8,215",53,"653,800"
23/01/2024,LÍNEA B,"2,988","7,140","8,712","7,352","4,967","4,273","3,636","3,886","4,218","4,001","4,192","4,656","6,629","9,936","6,475","3,632","2,707","2,001",978,4,"92,383"
23/01/2024,LÍNEA H,233,557,434,250,173,134,91,120,96,93,64,45,91,56,43,37,32,9,4,,"2,562"
23/01/2024,LÍNEA J,"1,381","2,576","2,454","1,920","1,334",890,694,804,819,637,527,517,632,542,511,316,267,140,34,1,"16,996"
23/01/2024,LÍNEA K,"2,423","2,823","2,697","2,112","1,654","1,314","1,075","1,126","1,363","1,044",788,846,"1,045","1,030",692,572,512,245,111,2,"23,474"
23/01/2024,LÍNEA L,,,,,,143,119,214,211,257,224,221,168,284,,,,,,,"1,841"
23/01/2024,LÍNEA M,365,906,870,588,394,341,309,321,426,300,333,461,652,917,"1,077",867,461,341,325,19,"10,273"
23/01/2024,LÍNEA O,258,"1,016","1,501","1,386",794,635,549,539,671,583,634,695,"1,009","1,324","1,039",675,517,437,156,14,"14,432"
23/01/2024,LÍNEA P,"1,324","3,182","3,130","2,170","1,199",938,757,800,"1,102",668,602,580,732,"1,022",517,394,452,362,110,1,"20,042"
23/01/2024,LÍNEA T-A,"1,262","3,556","4,436","3,804","2,525","2,193","2,032","2,203","2,711","2,266","2,424","2,733","3,804","4,768","4,760","2,815","1,982","1,473","1,009",37,"52,793"
24/01/2024,LÍNEA 1,"2,807","7,870","10,292","9,101","5,959","5,030","4,196","4,399","4,786","4,335","4,951","5,476","7,815","10,299","7,580","4,569","2,945","2,425","1,285",48,"106,168"
24/01/2024,LÍNEA 2,172,896,"1,074","1,046",816,878,882,"1,037","1,104","1,003","1,123","1,379","1,768","2,107","1,778","1,178",832,480,195,3,"19,751"
24/01/2024,LÍNEA A,"15,766.00","43,420.00","59,951.00","49,039.00","30,536","26,189","23,646","23,162","27,048","25,825","31,244","33,970","56,973","78,643","55,159","30,752","19,411","15,433","8,596",51,"654,814"
24/01/2024,LÍNEA B,"3,014.00","7,115.00","8,526.00","7,421.00","4,958","3,992","3,783","3,665","4,304","3,965","4,160","4,651","6,935","10,001","6,181","3,752","2,737","2,187",986,10,"92,343"
24/01/2024,LÍNEA H,233,575,437,257,173,121,98,120,105,86,41,65,71,61,48,37,33,8,3,,"2,572"
24/01/2024,LÍNEA J,"1,361","2,587","2,490","2,028","1,240",941,735,783,839,632,528,504,607,553,443,311,271,108,37,,"16,998"
24/01/2024,LÍNEA K,"2,348","2,757","2,582","2,279","1,643","1,324","1,074","1,116","1,341",927,753,838,999,972,684,489,542,282,100,4,"23,054"
24/01/2024,LÍNEA L,,,,,,146,195,144,171,113,202,190,185,188,,,,,,,"1,534"
24/01/2024,LÍNEA M,365,905,852,642,394,324,314,301,400,298,350,508,659,871,"1,022",981,431,366,306,48,"10,337"
24/01/2024,LÍNEA O,290,981,"1,485.00","1,372.00",839,670,501,517,716,583,605,750,"1,115","1,436","1,058",661,488,467,188,14,"14,736"
24/01/2024,LÍNEA P,"1,348","3,205","3,133","2,204","1,240",904,738,824,"1,070",622,608,616,824,933,546,371,510,324,120,,"20,140"
24/01/2024,LÍNEA T-A,"1,278.00","3,619.00","4,299.00","3,905.00","2,540","2,147","1,968","2,187","2,760","2,241","2,426","2,947","3,895","4,732","4,414","2,933","1,911","1,507","1,122",40,"52,871"
25/01/2024,LÍNEA 1,"2,900","7,818","10,227","9,116","5,957","4,905","4,210","4,216","4,833","4,396","5,032","5,413","7,934","10,493","7,274","4,455","3,114","2,442","1,304",48,"106,087"
25/01/2024,LÍNEA 2,186,903,"1,086",978,842,878,935,982,"1,040",936,"1,065","1,353","1,872","2,154","1,788","1,114",881,449,175,4,"19,621"
25/01/2024,LÍNEA A,"15,981","43,605","59,091","48,558","30,236","25,749","23,008","22,887","26,591","26,056","31,254","34,114","57,517","79,585","53,143","30,165","19,758","15,550","8,557",46,"651,451"
25/01/2024,LÍNEA B,"2,955","7,262","8,671","7,324","4,978","4,080","3,809","3,810","4,136","3,968","4,178","4,877","6,742","10,179","6,277","3,730","2,861","2,012","1,088",19,"92,956"
25/01/2024,LÍNEA H,235,585,317,209,137,103,99,134,126,75,53,68,97,58,40,30,34,10,5,,"2,415"
25/01/2024,LÍNEA J,"1,324","2,631","2,368","1,994","1,208",879,746,738,886,605,532,506,652,683,374,306,277,154,41,1,"16,905"
25/01/2024,LÍNEA K,"2,393","2,707","2,641","2,211","1,653","1,315","1,037","1,097","1,393",920,715,825,"1,038","1,069",674,497,504,271,112,1,"23,073"
25/01/2024,LÍNEA L,,,,,2,147,139,153,202,145,187,169,170,255,2,,,,,,"1,571"
25/01/2024,LÍNEA M,375,864,888,601,403,317,307,296,414,325,328,508,732,995,"1,044",830,442,343,316,26,"10,354"
25/01/2024,LÍNEA O,244,974,"1,529","1,348",816,719,626,567,682,663,585,759,"1,016","1,411",980,757,504,451,190,16,"14,837"
25/01/2024,LÍNEA P,"1,392","3,307","3,210","2,174","1,216",903,730,907,"1,087",651,570,555,770,"1,014",481,351,457,326,124,3,"20,228"
25/01/2024,LÍNEA T-A,"1,301","3,589","3,844","3,654","2,639","2,127","2,038","2,127","2,771","2,267","2,351","2,820","4,066","5,117","4,583","2,696","1,915","1,521","1,055",55,"52,536"
26/01/2024,LÍNEA 1,"2,849","7,877","10,158","8,897","5,833","5,008","4,330","4,303","4,656","4,523","5,451","6,104","8,119","9,565","6,995","4,511","3,106","2,481","1,545",68,"106,379"
26/01/2024,LÍNEA 2,170,885,"1,055",996,900,970,975,"1,048","1,164",927,"1,284","1,496","1,932","1,958","1,684","1,081",696,506,231,4,"19,962"
26/01/2024,LÍNEA A,"15,888","43,177","59,105","46,904","30,368","25,711","23,163","23,756","27,169","27,183","34,788","40,667","60,870","72,131","50,504","30,936","19,731","17,079","10,122",98,"659,350"
26/01/2024,LÍNEA B,"2,900.00","7,253.00","8,621.00","7,216.00","4,805","4,162","3,882","3,933","4,325","4,067","4,570","5,317","7,266","9,149","6,455.00","4,076.00","2,881.00","2,114.00","1,238.00",11,"94,241"
26/01/2024,LÍNEA H,226,598,429,259,145,118,94,126,126,87,62,52,82,84,43,45,22,15,9,,"2,622"
26/01/2024,LÍNEA J,"1,312","2,585","2,373","2,000","1,247",967,773,782,905,672,536,545,730,600,441,375,289,193,70,2,"17,397"
26/01/2024,LÍNEA K,"2,372","2,863","2,671","2,132","1,683","1,298","1,069","1,117","1,473","1,094",794,900,"1,048","1,076",778,532,553,254,125,2,"23,834"
26/01/2024,LÍNEA L,,,,,1,148,131,190,197,186,204,188,220,233,,,,,,,"1,698"
26/01/2024,LÍNEA M,387,942,881,589,327,347,282,342,429,326,369,514,758,956,"1,122",748,469,418,326,49,"10,581"
26/01/2024,LÍNEA O,281,"1,002","1,487","1,368",811,654,575,624,645,673,669,770,981,"1,126",825,681,519,430,208,21,"14,350"
26/01/2024,LÍNEA P,"1,362","3,250","3,081","2,184","1,248",899,801,944,"1,034",651,695,696,886,874,593,440,523,249,129,3,"20,542"
26/01/2024,LÍNEA T-A,"1,322","3,638","4,386","3,666","2,530","2,132","2,029","2,226","2,806","2,242","2,601","3,171","4,080","4,865","4,395","2,806","1,999","1,606","1,203",72,"53,775"
27/01/2024,LÍNEA 1,"2,212","4,854","5,984","6,349","4,719","4,410","3,980","4,599","5,936","5,073","5,321","4,797","4,513","4,168","3,904","3,220","2,393","2,106","1,190",72,"79,800"
27/01/2024,LÍNEA 2,133,573,658,834,690,762,826,999,"1,446","1,060",507,"1,069","1,057","1,009",948,778,534,443,193,7,"14,526"
27/01/2024,LÍNEA A,"13,247","28,823","33,979","33,464","24,995","22,367","22,170","27,000","39,648","42,265","37,952","33,417","30,643","29,352","27,052","22,467","16,041","13,890","7,478",75,"506,325"
27/01/2024,LÍNEA B,"2,179.00","4,382.00","4,871.00","4,916.00","3,971","3,796","3,886","4,447","5,665","5,896","5,350","4,676","4,596","3,902","3,570.00","2,772.00","2,280.00","1,853.00","2,797.00",33,"75,838"
27/01/2024,LÍNEA H,158,382,291,250,130,120,125,112,109,85,97,96,123,85,58,54,44,43,15,,"2,377"
27/01/2024,LÍNEA J,958,"1,683","1,760","1,623","1,174",919,823,902,871,781,650,691,732,480,512,461,334,233,115,2,"15,704"
27/01/2024,LÍNEA L,,,,,,109,142,165,172,120,103,138,114,172,,,,,,,"1,235"
27/01/2024,LÍNEA M,268,612,629,522,402,328,307,367,522,613,615,597,615,561,552,510,385,395,275,47,"9,122"
27/01/2024,LÍNEA O,191,617,839,891,645,552,516,580,813,664,698,634,643,633,546,563,441,388,225,15,"11,094"
27/01/2024,LÍNEA P,975,"1,926","1,957","1,658","1,084",790,778,847,854,776,717,677,705,617,503,480,418,325,125,2,"16,214"
27/01/2024,LÍNEA T-A,"1,039","2,330","2,846","2,890","2,229","2,144","1,985","2,360","3,177","3,260","3,078","2,882","2,920","2,542","2,458","2,183","1,790","1,460","1,130",81,"44,784"
28/01/2024,LÍNEA 1,513,"1,623","1,858","1,940","1,831","2,173","2,520","2,337","2,347","2,489","2,664","2,567","2,604","2,678","2,606","2,379","2,261","1,622",177,,"39,189"
28/01/2024,LÍNEA 2,12,193,207,270,247,325,563,381,532,553,476,387,397,404,415,445,287,228,30,,"6,352"
28/01/2024,LÍNEA A,"3,705","10,247","11,267","10,427","10,127","11,610","12,956","12,808","13,876","15,414","16,868","16,264","18,139","18,628","18,406","15,544","14,995","10,672",722,,"242,675"
